currency,bitcoin,cardano,dogecoin,ethereum,solana,date
usd,97531,1.015,0.410515,3751.02,216.91,2024-12-10 10:00:05
usd,97681,1.022,0.412504,3757.85,217.55,2024-12-10 10:10:05
usd,97843,1.03,0.414286,3769.76,218.35,2024-12-10 10:20:06
usd,97645,1.029,0.412652,3758.57,217.48,2024-12-10 10:30:06
usd,97822,1.036,0.414366,3766.01,218.13,2024-12-10 10:40:05
usd,97753,1.032,0.413826,3763.29,217.83,2024-12-10 10:50:05
usd,97648,1.029,0.412469,3761.66,217.41,2024-12-10 11:00:05
usd,97736,1.027,0.412126,3762.48,217.33,2024-12-10 11:10:05
usd,97550,1.02,0.410575,3751.03,216.51,2024-12-10 11:20:05
usd,97754,1.025,0.412147,3762.82,217.05,2024-12-10 11:30:05
usd,97595,1.02,0.409476,3752.62,216.4,2024-12-10 11:40:05
usd,97735,1.019,0.409378,3753.09,216.23,2024-12-10 11:50:05
usd,97797,1.02,0.409861,3755.08,216.36,2024-12-10 12:00:05
usd,97769,1.019,0.409135,3747.26,216.2,2024-12-10 12:10:05
usd,97469,1.013,0.407088,3732.4,215.27,2024-12-10 12:20:06
usd,97312,1.003,0.403678,3722.72,214.14,2024-12-10 12:30:06
usd,97170,0.993884,0.399957,3702.98,213.34,2024-12-10 12:40:06
usd,97088,0.986233,0.396195,3692.69,212.77,2024-12-10 12:50:05
usd,97005,0.975314,0.394259,3677.25,211.47,2024-12-10 13:00:05
usd,97497,0.983856,0.396871,3700.06,213.1,2024-12-10 13:10:05
usd,97750,0.98782,0.398598,3707.14,213.42,2024-12-10 13:20:06
usd,97521,0.985065,0.39654,3694.78,212.49,2024-12-10 13:30:06
usd,97639,0.990282,0.39886,3697.65,213.09,2024-12-10 13:40:05
usd,97942,1.0,0.401364,3710.14,214.56,2024-12-10 13:50:05
usd,97773,0.996246,0.400738,3697.16,214.71,2024-12-10 14:00:05
usd,98040,1.006,0.405095,3720.85,215.8,2024-12-10 14:10:05
usd,97983,1.007,0.405031,3718.73,216.4,2024-12-10 14:20:06
usd,98032,1.009,0.405332,3722.88,217.04,2024-12-10 14:30:05
usd,97484,1.002,0.400527,3690.0,215.67,2024-12-10 14:40:06
usd,98258,1.018,0.404905,3723.28,217.98,2024-12-10 14:50:05
usd,97695,1.007,0.400647,3685.05,216.49,2024-12-10 15:00:06
usd,98080,1.012,0.400405,3691.93,217.28,2024-12-10 15:10:06
usd,97630,1.001,0.395974,3663.77,215.24,2024-12-10 15:20:05
usd,96939,0.989922,0.389966,3623.41,212.1,2024-12-10 15:30:06
usd,96754,0.979824,0.38724,3606.93,212.0,2024-12-10 15:40:06
usd,96172,0.965192,0.382541,3576.92,210.1,2024-12-10 15:50:05
usd,95769,0.952696,0.376728,3562.53,207.84,2024-12-10 16:00:06
usd,95587,0.949174,0.373911,3560.4,206.91,2024-12-10 16:10:05
usd,95314,0.943624,0.37608,3562.77,207.12,2024-12-10 16:20:05
usd,95656,0.950751,0.379552,3583.58,209.4,2024-12-10 16:30:06
usd,95096,0.937261,0.376573,3550.99,207.15,2024-12-10 16:40:05
usd,94788,0.938041,0.378681,3553.37,206.72,2024-12-10 16:50:05
usd,96493,0.964892,0.387071,3618.88,211.31,2024-12-10 17:00:06
usd,95258,0.952324,0.381766,3575.93,208.38,2024-12-10 17:10:06
usd,94800,0.946629,0.379967,3552.71,208.58,2024-12-10 17:20:06
usd,94659,0.934568,0.3763,3547.57,206.97,2024-12-10 17:30:05
usd,94575,0.930419,0.37575,3540.0,205.6,2024-12-10 17:40:05
usd,95348,0.93677,0.377455,3570.09,207.77,2024-12-10 17:50:06
usd,94579,0.921941,0.369511,3539.52,205.21,2024-12-10 18:00:05
usd,94589,0.919377,0.36912,3533.07,204.97,2024-12-10 18:10:05
usd,95146,0.929162,0.374968,3561.73,206.42,2024-12-10 18:20:05
usd,95110,0.936643,0.376671,3566.82,208.79,2024-12-10 18:30:05
usd,95400,0.944285,0.378577,3579.25,210.2,2024-12-10 18:40:05
usd,95532,0.950908,0.381029,3592.84,210.4,2024-12-10 18:50:05
usd,95060,0.945742,0.378858,3578.2,208.78,2024-12-10 19:00:05
usd,95478,0.956545,0.381926,3595.58,210.06,2024-12-10 19:10:05
usd,95639,0.956989,0.382816,3607.06,211.33,2024-12-10 19:20:06
usd,96011,0.960746,0.384849,3620.14,212.0,2024-12-10 19:30:05
usd,95946,0.957906,0.384573,3619.94,211.99,2024-12-10 19:40:05
usd,95579,0.955954,0.382927,3609.98,210.99,2024-12-10 19:50:05
usd,95955,0.963845,0.38513,3629.26,212.21,2024-12-10 20:00:06
usd,96023,0.967681,0.387266,3637.5,212.31,2024-12-10 20:10:05
usd,96157,0.970428,0.387453,3642.9,212.81,2024-12-10 20:20:05
usd,96384,0.972711,0.389092,3652.09,213.41,2024-12-10 20:30:05
usd,96356,0.97476,0.390319,3649.75,213.36,2024-12-10 20:40:05
usd,96523,0.979881,0.391086,3650.37,213.43,2024-12-10 20:50:05
usd,96468,0.981978,0.389519,3640.59,213.13,2024-12-10 21:00:05
usd,96793,1.006,0.394217,3659.02,214.63,2024-12-10 21:10:06
usd,96595,1.005,0.393299,3654.61,214.42,2024-12-10 21:20:06
usd,96874,1.012,0.396247,3671.32,215.23,2024-12-10 21:30:06
usd,96990,1.012,0.396766,3657.68,215.29,2024-12-10 21:40:05
usd,96913,1.009,0.395108,3654.85,214.64,2024-12-10 21:50:06
usd,96769,1.007,0.392529,3640.51,214.13,2024-12-10 22:00:06
usd,96999,1.009,0.394353,3650.41,213.92,2024-12-10 22:10:05
usd,96652,1.002,0.39153,3635.36,213.04,2024-12-10 22:20:06
usd,96744,1.006,0.393386,3643.3,213.68,2024-12-10 22:30:05
usd,96920,1.012,0.393734,3648.07,214.13,2024-12-10 22:40:05
usd,96869,1.013,0.393722,3645.62,214.1,2024-12-10 22:50:05
usd,96912,1.014,0.393866,3642.7,214.49,2024-12-10 23:00:05
usd,97074,1.018,0.394617,3647.05,214.94,2024-12-10 23:10:06
usd,97095,1.022,0.395126,3642.06,214.95,2024-12-10 23:20:06
usd,97086,1.025,0.395244,3639.53,214.52,2024-12-10 23:30:06
usd,96926,1.023,0.395682,3636.59,214.2,2024-12-10 23:40:05
usd,96532,1.017,0.392893,3620.21,213.35,2024-12-10 23:50:06
usd,96643,1.02,0.394169,3627.68,213.63,2024-12-11 00:00:05
usd,96736,1.021,0.39664,3634.62,214.27,2024-12-11 00:10:05
usd,96538,1.016,0.392999,3625.19,213.63,2024-12-11 00:20:05
usd,96446,1.009,0.392335,3620.39,213.4,2024-12-11 00:30:06
usd,96216,1.005,0.389311,3606.56,212.8,2024-12-11 00:40:06
usd,96297,1.0,0.387542,3604.61,212.95,2024-12-11 00:50:05
usd,96501,1.003,0.388885,3613.96,214.64,2024-12-11 01:00:06
usd,96292,0.995154,0.386037,3598.88,214.8,2024-12-11 01:10:06
usd,96496,0.994578,0.384924,3608.94,215.88,2024-12-11 01:20:05
usd,96024,0.980358,0.378931,3578.74,213.6,2024-12-11 01:30:05
usd,96575,0.987153,0.381019,3600.29,214.48,2024-12-11 01:40:05
usd,96430,0.988654,0.381122,3602.07,215.04,2024-12-11 01:50:05
usd,95733,0.977768,0.376471,3569.34,212.36,2024-12-11 02:00:05
usd,96171,0.982617,0.378913,3586.12,213.74,2024-12-11 02:10:05
usd,96169,0.984624,0.38049,3589.18,214.02,2024-12-11 02:20:06
usd,96281,0.992493,0.383025,3603.77,214.53,2024-12-11 02:30:05
usd,97100,1.004,0.386677,3633.4,216.37,2024-12-11 02:40:06
usd,97415,1.012,0.388006,3653.4,217.14,2024-12-11 02:50:05
usd,97257,1.01,0.387578,3646.76,216.21,2024-12-11 03:00:05
usd,97618,1.015,0.390193,3663.88,217.35,2024-12-11 03:10:05
usd,97477,1.018,0.391304,3668.26,218.05,2024-12-11 03:20:06
usd,97396,1.015,0.391077,3665.66,218.09,2024-12-11 03:30:05
usd,97415,1.016,0.390766,3665.15,218.06,2024-12-11 03:40:05
usd,97403,1.013,0.389765,3662.33,218.19,2024-12-11 03:50:05
usd,97403,1.011,0.389516,3662.85,218.66,2024-12-11 04:00:05
usd,97384,1.012,0.389916,3666.13,219.1,2024-12-11 04:10:05
usd,97362,1.01,0.389643,3668.15,218.72,2024-12-11 04:20:05
usd,97289,1.013,0.389726,3666.06,218.29,2024-12-11 04:30:05
usd,97390,1.014,0.389947,3670.32,218.73,2024-12-11 04:40:05
usd,97331,1.013,0.388301,3665.02,218.56,2024-12-11 04:50:05
usd,97562,1.016,0.389822,3670.73,219.06,2024-12-11 05:00:05
usd,97447,1.015,0.389905,3665.77,218.4,2024-12-11 05:10:05
usd,97404,1.013,0.389716,3662.27,217.98,2024-12-11 05:20:05
usd,97432,1.011,0.389829,3658.86,217.96,2024-12-11 05:30:06
usd,97429,1.008,0.389198,3652.49,217.52,2024-12-11 05:40:05
usd,97487,1.011,0.390186,3657.21,217.99,2024-12-11 05:50:05
usd,97538,1.012,0.391003,3659.59,218.4,2024-12-11 06:00:05
usd,97671,1.014,0.392016,3665.86,219.03,2024-12-11 06:10:05
usd,97614,1.014,0.392865,3668.15,218.98,2024-12-11 06:20:05
usd,97651,1.015,0.392683,3669.43,219.29,2024-12-11 06:30:05
usd,97714,1.013,0.391949,3673.14,219.48,2024-12-11 06:40:05
usd,97633,1.011,0.391415,3670.93,219.67,2024-12-11 06:50:05
usd,97687,1.012,0.392157,3674.89,219.96,2024-12-11 07:00:06
usd,97787,1.013,0.392774,3680.25,220.2,2024-12-11 07:10:05
usd,97566,1.01,0.39125,3671.12,219.65,2024-12-11 07:20:06
usd,97615,1.01,0.391278,3670.62,219.67,2024-12-11 07:30:05
usd,97455,1.01,0.391218,3665.42,219.39,2024-12-11 07:40:05
usd,97353,1.008,0.39034,3660.07,219.0,2024-12-11 07:50:05
usd,97408,1.002,0.388207,3656.07,218.95,2024-12-11 08:00:05
usd,97693,1.004,0.389748,3667.91,219.54,2024-12-11 08:10:05
usd,97852,1.008,0.390812,3674.73,220.21,2024-12-11 08:20:06
usd,97987,1.012,0.392786,3681.65,221.08,2024-12-11 08:30:05
usd,98200,1.016,0.395159,3693.43,222.21,2024-12-11 08:40:05
usd,98176,1.018,0.395972,3695.14,222.19,2024-12-11 08:50:05
usd,98141,1.02,0.396331,3696.58,222.01,2024-12-11 09:00:05
usd,97983,1.018,0.395762,3690.78,221.4,2024-12-11 09:10:05
usd,97887,1.014,0.394884,3686.4,221.11,2024-12-11 09:20:06
usd,97880,1.011,0.394899,3690.28,221.06,2024-12-11 09:30:05
usd,97868,1.012,0.395598,3693.93,221.43,2024-12-11 09:40:05
usd,97948,1.012,0.396666,3697.78,221.62,2024-12-11 09:50:05
usd,97990,1.014,0.398438,3700.61,222.26,2024-12-11 10:00:05
usd,98114,1.018,0.399168,3705.17,223.25,2024-12-11 10:10:05
usd,98064,1.016,0.398092,3702.78,223.41,2024-12-11 10:20:06
usd,98019,1.017,0.397957,3701.13,223.48,2024-12-11 10:30:05
usd,97987,1.018,0.398512,3700.15,223.68,2024-12-11 10:40:05
usd,98044,1.017,0.398632,3701.3,223.54,2024-12-11 10:50:05
usd,98235,1.022,0.399905,3706.21,223.77,2024-12-11 11:00:05
usd,98276,1.021,0.400144,3710.44,223.81,2024-12-11 11:10:06
usd,98436,1.025,0.402852,3717.91,224.15,2024-12-11 11:20:05
usd,98454,1.027,0.402808,3720.93,224.55,2024-12-11 11:30:05
usd,98351,1.029,0.403396,3720.24,224.63,2024-12-11 11:40:06
usd,98204,1.024,0.401751,3712.05,224.88,2024-12-11 11:50:05
usd,98350,1.023,0.402041,3714.89,225.07,2024-12-11 12:00:05
usd,98397,1.028,0.402803,3720.41,225.66,2024-12-11 12:10:06
usd,98476,1.03,0.402567,3721.28,225.08,2024-12-11 12:20:05
usd,98370,1.042,0.403184,3724.93,225.05,2024-12-11 12:30:05
usd,98526,1.058,0.404195,3732.2,225.52,2024-12-11 12:40:05
usd,98329,1.064,0.403349,3727.96,225.26,2024-12-11 12:50:05
usd,98329,1.066,0.403101,3725.2,225.11,2024-12-11 13:00:05
usd,98341,1.075,0.403563,3729.63,225.31,2024-12-11 13:10:05
usd,98191,1.069,0.40214,3718.34,224.6,2024-12-11 13:20:06
usd,98328,1.07,0.402023,3723.95,225.18,2024-12-11 13:30:06
usd,98802,1.087,0.407542,3746.31,227.11,2024-12-11 13:40:05
usd,98658,1.081,0.406247,3742.4,226.89,2024-12-11 13:50:05
usd,98762,1.081,0.406392,3741.87,226.74,2024-12-11 14:00:05
